emotion_label,processed_text,encoded_label
happy,"my reaction(brahmi): veediki salary ivvadamey ekkuva, increment kooda avasaramaa..",0
surprised,okkati gucchu kuntene edustunnave ,3
surprised,vidi yabba,3
neutral,me thinking about my future after two pegs: world's richest man ayipotha emo nenu,4
fearful,aa gossip create chesindhe nenu ani ,6
fearful,my friend saying a gossip which i have created to me again: vidiki kuda teliyademo,6
neutral,adhi oka teliyani charitra,4
sad,mom: entha thintavraa pandi edhava ,9
sad,dad: amma thiduthundhi kadhara ,9
disgust,em kanipadisavatla teesedhamm!,1
disgust,edho style lo ee kallajodu pettukunna ,1
sad,my friend after his first break up,9
heroism,me: ennii rojulu ani ila temples ki veltham goa kottedham mummy ,5
neutral,me went to temple and came out with bottu: mowa ela unnaraa ,4
neutral,my friend: nee double action chusthe evarnna nijmaga nuv manchodivi anukuntaru mowa ,4
confused,when you ask ur friend for money his acting be like:,8
angry,"guddu, telusu raa neeku",2
angry,guddu ,2
surprised,arey eppudu mathone untav ela padesav ra danni ,3
surprised,"ade mawa, tea tagutham ga akkada padesa ",3
confused,me realizing after batting: cha anavusaranga chesane,8
surprised,ekkada galiki tirugu tunnav ani telusukundam ani ,3
surprised,ha nanna phone cheyamannav,3
surprised,"nuv icchav oo 100 kotla aasthi, tiragadaniki",3
confused,confused me when my crush called me for the first time ,8
neutral,"naadho chinna request, pilli vaari vamsam, andari mundhu chulakana kaavadam naaku istam ledhu, so ee okka roju mandhu taagadam maanesthara",4
surprised,me after passing all exams ,3
surprised,ippudu evadu aputhado chustha nannu ,3
happy,viditho adukovali ante ippudu ee washroom switchs tho aatadista,0
happy,"on, off, on, ........",0
wonder,family motham upma thini badkesthunara nana,7
wonder,upma..!,7
wonder,box lo em undhi raa,7
happy,me: ndhuku barre laa aah sound sarriga thaguuu!,0
happy,my sister who is drinking coffee with zurrr ani sound ,0
angry,me with clg principal: nenu okkadine cheyaledhu saar idhi maa frnds kooda kalise chesaruuuu!,2
wonder,senior: evdra nuvu entha kotina alane vasthunav,7
wonder,na friend gadini avado kottadu vadini naku esthe nenu vellipotha,7
sad,frnd maata vini long hair penchina me: orey endhiraa ila unna ,9
fearful,"me to my friend: vadhu, vadhu anna, ee college lo join ayyav.",6
fearful,neeku band start ayyindhi raa rey,6
sad,dad: nenem chesara?,9
sad,"me: antha meere chesaruu, naaku ee chaduvu istamledhu ante meere chadivincharuu.",9
sad,dad: fail ayii natalu veyaku!,9
disgust,my frnd: mowa chinna pani undhi nee bike esukupothunnaaaa,1
disgust,me: rey agara nuvvu eskelthe naaa girlfriend nannu chekkesidhiiii,1
happy,ye channel chudalo teliyaka tikamaka padutunna me ,0
wonder,me dreaming about my marriage with my lover....,7
surprised,me: mowa phn lo selfie open chey ee glasses ela unnayo chudham,3
surprised,my frnd: neekenti mamu hero vi,3
surprised,"me: guddodila unna, nannu ilane gorre ni chey",3
disgust,her: nee chethiki watch undhiga,1
disgust,my frnd: chii edhava ninnu matladamanna chudu naa budhi thakkuva,1
disgust,my frnd: rey mowa matladara mee papa thoo,1
disgust,me: nandhini time entha,1
surprised,sare chudu,3
surprised,inka emaina cheyyala,3
surprised,"ee pavuralu, ballu kadu gani oo pulini manishi la marchu appudu nuvv manthragadivi ani oppukunta",3
fearful,"my friend after getting caught with video call with a girl be like:
em natinchav ra ",6
fearful,"oo single ani pose kottav kada ra, epudu emantav",6
fearful,anavsaranga villaki dorikane,6
neutral,when you find out ur friend true nature: yenti mummy yevadu eedu,4
wonder,me drawing a image,7
wonder,"my friend, drawing a image",7
wonder,after completion of my exam,7
wonder,"me sleeping in exam, ",7
heroism,me: mowaaa ah ammayiki life ichestharaaaa,5
heroism,my frnd: ante odhilesthunava?,5
happy,you feeling happy to go for a ride with her,0
happy,vedenti ela chusthunadu,0
disgust,mee weight enthaa...!?,1
disgust,102,1
disgust,62,1
disgust,"undalishindhi kaadhu pappa, unnaddhi entha ani aduguthunnaru mavayya",1
neutral,my mother's angry when i forgot my carriage box in my school,4
wonder,ni daridam andharu chudali ani chesa,7
wonder,bro nene bro ninnu viral chesindhi,7
angry,when i find kid who annoys alone: rey agu rarey nikundi iyala ,2
happy,single aa ,0
happy,eyuuuuu ,0
wonder,fans: best album for ever,7
surprised,my frnd innervoice: meeku line esthunadugaa aah matram cheyaligaaaa,3
surprised,my crush: meeru intha baaga matladuthu kalisipotharu anukoledhu andi acharyamga undhi naaku,3
surprised,me: nenu chinnappti n unchi inthe andi,3
neutral,dinni vadala kudadhu ,4
neutral,ma vodu chala andanga unnade ,4
neutral,number ivvanandi ,4
confused,sister: annayyaaa rakhiii!,8
confused,"me: thanks, amma gift oche year isthale eesariki adjust ayipoo",8
happy,ni salahalaki oo dandam ra babu ,0
happy,"edi pothunnav mawa, na bandi esukoni po ",0
neutral,vadi over action: neeku pani ledu amo naku undi bye,4
neutral,me to my friend: rey mama bayatiki veldam padha,4
wonder,vallaki fighting vaccha,7
wonder,heroine friend: vaalla muggurini select chesaav kadhey,7
surprised,nenu pedha pulini vetadaniki vacchinaa!!!,3
surprised,vallu mekalni penchadniki vaccharu ,3
heroism,my crush: maa telusule adhi nuvvelluu!!,5
heroism,me: meeru bale cute ga untaru andi,5
heroism,me with my crush ,5
sad,my after knowing he is chatting with a fake account from last 6 months ,9
confused,my sister when someone says nuvuv bagovu,8
happy,me dancing in office while i have a lot of work to do,0
neutral,student: inkeppudina extra class teesukuntaava,4
neutral,teacher: inkevadina teesukuntaada,4
heroism,"vellandi pillalu, velli baaga aadukondi",5
surprised,me: poyaada,3
surprised,"when my friend, is not lifting my phone calls from 1 week",3
angry,nuvvu code ilaney raayali,2
angry,"neeku output kaavala?, code kaavala..?",2
heroism,my teammate 1 in spectator mode: hacker raa mowaa nuvvu pro player vi,5
heroism,me doing squad wipe,5
heroism,my teammate 1 in spectator mode: super raa mowaa nuvvu,5
neutral,outer me: sare nanna velli teeskostha,4
neutral,inner me: nuvvu tevochuga nanne pilavala,4
neutral,dad: baane veshalu vesthunav,4
neutral,dad: eraa shop ki velli chicken teesukuni raa,4
happy,my dad giving hype for me in family function,0
happy,me from the corner ,0
confused,pilla nayala,8
confused,veedu vidi pilla yeshalu,8
happy,me after drinking my home water,0
angry,cheppedi gurthu pettkovali ,2
angry,"idi mamulu degree kadu, last bench lo kurchoniki bachelors degree",2
neutral,teammate 3: nenu knock avutha,4
neutral,"teammate 2: nenu rush chestha
",4
neutral,teammate1 in my squad: nenu nades vestha,4
fearful,father: aaaa!,6
fearful,"me: ledhu nanna, amma sarukulu themmante tedaniki vachina",6
fearful,"when my father sees me in pan shop by smoking cigarette, 
my dad:",6
surprised,telda ikkade 10 years nunchi degree chestunna,3
surprised,mr em chestunnav,3
wonder,naku yepudu avasaram vachina na friend gadu vasthadu,7
sad,me when my dad scolds me in a family function,9
happy,36 not out inka ,0
happy,kohli unnada out ayyada ,0
surprised,evadra adhi pilustundhi ,3
surprised,"mawa nuvvena, slippulu ivvu ra kastha ",3
surprised,rey nenra ,3
angry,nuv chesi nannevaro adugutavera,2
angry,"auna, po ra gundu ga ",2
angry,evvarra matladedhi  ,2
neutral,when senior emp gives his/her work to fresher muthyam: that muthyam accepting like idiot,4
wonder,"my friend be like after a girl looking at him:
antha baguntaana nenu ",7
neutral,my mom telling everything to my dad about me,4
surprised,my friend on before valentine's day: sir naaku repu leave kaavali,3
surprised,"his gf: era, repu naaku gifts ivvali ani leave teeskuntunnava",3
sad,me with my frnds: meetho paatu nannu irikincharugaa ippud happy aah mowaaa,9
angry,rey ee bidda ki tandrivi nuvve ,2
happy,"me after wearing, my gfs t-shirt be like",0
neutral,me: ippudu em chusav appatlo oka oopu oopevadini,4
neutral,my son: daddy nuvvu hero laaga unnav,4
happy,"when a average student gets high marks all over the class, his reaction",0
neutral,nuv ra nijamaina dost ante ,4
disgust,"me getting less marks in all exams, ",1
disgust,my dad,1
surprised,mu frnd after i stopped drinking ,3
surprised,meeru maaripoyaru saar nenu akkada kurchuni chustha meeru thagakunda ela untaroooo,3
heroism,kali me: naa laaga chaduvukondiraaa interviews ki attend avvandiraa,5
heroism,appude intlo emanaru ,5
neutral,veg me: entra adhi,4
neutral,"he: non-veg raa, try chesthaava",4
neutral,"on saturday, when my friend eats non-veg",4
angry,me when someone call me pottodaaaa,2
wonder,emanna undha asalu. angel raa mowaaa,7
wonder,me explaining my friends: ivela cafe lo oka ammayini chusa mowaa,7
heroism,bullet miss avvaledhu,5
heroism,kaavalani miss chesaanu,5
neutral,me acting infront of short film director  ,4
neutral,director: nuvveraa naaa hero! sampesav acting,4
surprised,"entandi, ee picchi. new year naadu bayata tiragadam anta",3
surprised,"happy gaa intlo koorchuni, etv lo new year event choosthu koorchokunda",3
confused,me with some random uncles in street,8
confused,ento road meedhi anukuni nadusthun aru edhoka roju gudesthaaaaa!,8
angry,nenu em chesna ,2
angry,idi mottam nivalle,2
heroism,evadra manalni appedghi,5
neutral,"maths teacher: meeku kaavalsindhi pt period ey gaa, teesukondi",4
neutral,"when students beat maths teacher, for taking pt period, his dialouge",4
surprised,"hero: enti siru, nannu kotti kotti alasi poyinaraa, randi sir",3
neutral,me with meda noppi after sleeping in different position during night,4
disgust,nakem teliyadandi ,1
disgust,"chesidanta chesi, em teliyadu anta ",1
sad,my female friend after getting 98/100: ayyooo 2 marks poyayi naaku,9
sad,me: naaku ochindhee 2 marksss aeeee nenem anali,9
sad,me: ippudu 2 marks poyayi ani edusthunava,9
heroism,me: chusava mowa maa paapa emanna dance esthundhaaaa!,5
heroism,my crush dancingggg ,5
heroism,my frnd: adhi asalu dance antara mowaaa!,5
surprised,em chestunnav ,3
surprised,asalu evadra nuvvu,3
surprised,niku enduku ra ,3
neutral,anchor: ayyooo sorry sir chusi confuse ayyaaa!,4
neutral,anchor interviewing mr frnd after one successful short film: here is our dierctor uncle sobhan,4
neutral,my frnd: uncle enti naa ageuu nee ageuuu okate. edho konchem stress valla ee mudathalu,4
neutral,then suddenly his girlfriend came,4
neutral,my friend enjoying in pub with other girls,4
angry,me: ne antha dharidrudini appudu chudaledu ra,2
angry,my friend said something bad and it happend,2
neutral,my dad: acham naaa polikeraaaa!,4
neutral,me with my dad: ela unnaru nanna mee manavalluuuu,4
heroism,akka: enti alantivi em thinanu only veggies ,5
heroism,akka: minimum untadhi mari!,5
heroism,me: akkaaa chepalu thintava ,5
heroism,me: enti neelo ee angle kooda undha ,5
wonder,my frnd: avnu uncle and 10 cigarette oka debbalo thagesidhiii ,7
wonder,me: uncle me ammayi 10 beer lu okesari tahgesidhiii,7
wonder,my bestie father: enti ma ammayi naaku pro max laa undhiii!,7
disgust,"nuvvu party isthaav ani, nenu breakfast cheyyakunda vasthey, hand isthavaa",1
disgust,me to my friend: arrey thuppas yedhava!!,1
surprised,pakkaki velli lepedham,3
surprised,veedenti ila padukunnadu,3
surprised,me looking someone in train,3
angry,job raledu ante intlo nunchi bayatiki dobutha vedhava,2
angry,inka appudu marthav ra nuvu..bayata thiradam manesi jobs try cheyaku kada ra badkow,2
angry,dad: rey neeku budhi gnanam em aina unda asalu,2
angry,when guests coming to any college or any school,2
angry,mi ayyau sampinattu ninnu champi jail ki potha,2
angry,inkosari  langapanlu chesinav ante,2
sad,"again friend starts another match:
chi veedu maradu",9
sad,me after loosing 10 ranked games be like: veeditho aadatam bokka ra ,9
neutral,no one can iron clothes better than me ,4
wonder,me with frnd: abbaaa em cheppav mowaaa!,7
confused,sare pada arudham mari ,8
confused,vadu chepina deggarike vaccham ra ,8
confused,asalu manam correct place ke vacchama,8
angry,tl: idhigo ee project 1 week lo complete chesi ivvu,2
angry,"tl: nuvvu kaaliga undadam, naaku nacchatledhu",2
sad,poynay ra motham poynay,9
sad,my friend situation after loosing in betting: ,9
surprised,nuv ila chinna chinna vatike santhosha padte ela bro,3
surprised,nuv vallu chepindhi cheyadam nachaledu bro,3
surprised,"rendu debbalu kottindhi, kani touchinglu aynay ga",3
surprised,son: prathi year lo 5 backlogs uncha daddy ,3
surprised,dad: ninnu chadivincha chudu naa thappura,3
surprised,dad: adhedho 5 gold medals ochinattu chepthunav entra,3
neutral,quotation correctey kaani naaku enduku chepthunnaru..!?,4
neutral,"heroine: oka bus miss aithey inko bus vasthundhi, kaani oka jeevitham pothey inko jeevitham raadhu gaa",4
sad,ndhuku daddy eppudu nannu thidathav okasari ayina nannu pogidava. naa value ento neeku teliyatle daddy,9
sad,"saying bye to that cousin after the function:
potunna bava",9
sad,jagratha po ra bammardhi,9
fearful,mawa oka peg kalupu koni rara,6
neutral,"rey upendranna, murder plan chesindaa, theatre bayata doors kooda gadiya pettindru",4
neutral,"when i went for uppi ui movie, after watching my reaction:",4
wonder,"when a beautiful girl proposes to my friend, his reaction",7
neutral,me after drinking for the first time,4
sad,me: chithakottiii ippudu emoo ila antunav,9
sad,mom after beating me: enti nanna thagilindhaaa,9
angry,me after doing clutch in bgmi,2
angry,"username: bgmi, password: pro playerrrrr!",2
happy,chinnappti nunchi nannu thippi thippi pippi chesadu,0
happy,my friend explaining about be: okadu unnadu ,0
surprised,mandhu ekkavayina acting infront of dad,3
heroism,my crush: mee bale manchivallalaga matladuthunaru,5
heroism,me: manchi valla laaga entandi manchi vadine kadhaaaaa!,5
angry,"invigilator reaction after seeing, my slips in underwear",2
heroism,my friend after getting one mark more than me : he be like: evadra manalni aapedhi,5
disgust,annnaya : avnu raa u should concentrate on studies ,1
disgust,me: chesthunna dadddy annayya percentage diveide by 2 chesthe naadheeee!,1
disgust,dad: annayya chusi nerchukoraa 95 percentage ochindhii,1
heroism,me cutting vegetables on my wife order,5
heroism,"my frnd: kathi pattukuna kathila unnav mowaaaaa , hero raa nuvvu ",5
wonder,nanna banda buthulu thidthunadu,7
wonder,sudden ga topic amma side family meediki shift chesa,7
wonder,eppudu nenu nanna kalisi amma side family meeda jokes vesthunam,7
wonder,me: rakhi enti naakem odhuu. nenem kattinchukonu!,7
wonder,my  schl crush came to talk with me: naaku annaya ledu neeku rakhi kattochaaa,7
surprised,"hindi sir: my ney pyar kiya, abhi sey hindi may bholiey",3
surprised,"hindi sir: nee bhondha raa, nee bhondha",3
surprised,"student: prema pavuraalu, maa oorlo thega aadindhi",3
neutral,me: veede my friend living legend chaduvukovalsina vayasula nannu thippi thippi pippi chesadu,4
neutral,me: adhi entoo evaroo telusaaa meeku?,4
neutral,me introducing my friend to everyone on stage: maa venaka oka dhairyam undhi ,4
disgust,"me frustrating, that there are no hikes in the company, in this year",1
heroism,me: ee job lu ivanni ndhuku mowa neeku coffee shop pettuko okatiiii! ,5
heroism,me after drinking coffee made by my friend ,5
surprised,"girls: please devada naaku 100/100 marks raavali, last time 1/2 mark taggindhi",3
surprised,boys: manam pass ayipotham kadha raa,3
wonder,me visiting baaga beach for the first time ,7
angry,my friend: na meeda jokes ante bale vasthai mama neeku,2
angry,me using my friend to impress girls,2
heroism,me after successfully completing my btech after 6 years ,5
neutral,me: teesuko indha,4
neutral,me: entha,4
neutral,police sitting on my bike for collecting challan,4
surprised,my frnd: ndhukuraa mowaa neeku intha dhoolaaaa,3
surprised,me: aaah matram undaligaa mari mowaaaaa!,3
