text,emotion_label
videnti deggariki vastunnadu,surprised
"When Manager is increment is giving Increment to my friend who didn't do any work, and that friend left the company",happy
"My Reaction(Brahmi): Veediki Salary ivvadamey ekkuva, Increment kooda avasaramaa..",happy
okkati gucchu kuntene edustunnave ,surprised
vidi yabba,surprised
Me thinking about my future after two pegs: World's Richest Man ayipotha emo nenu,neutral
aa gossip create chesindhe nenu ani ,fearful
my friend saying a gossip which i have created to me again: vidiki kuda teliyademo,fearful
adhi oka teliyani charitra,neutral
Mom: Entha thintavraa pandi edhava ,sad
Dad: Amma thiduthundhi kadhara ,sad
Em kanipadisavatla teesedhamm!,disgust
Edho style lo ee kallajodu pettukunna ,disgust
my friend after his first break up,sad
Me: Ennii rojulu ani ila temples ki veltham goa kottedham mummy ,heroism
Me went to temple and came out with bottu: Mowa ela unnaraa ,neutral
My friend: Nee double action chusthe evarnna nijmaga nuv manchodivi anukuntaru mowa ,neutral
when you ask ur friend for money his acting be like:,confused
"Guddu, telusu raa neeku",angry
Guddu ,angry
arey eppudu mathone untav ela padesav ra danni ,surprised
"ade mawa, tea tagutham ga akkada padesa ",surprised
me realizing after batting: cha anavusaranga chesane,confused
ekkada galiki tirugu tunnav ani telusukundam ani ,surprised
ha nanna phone cheyamannav,surprised
"nuv icchav oo 100 kotla aasthi, tiragadaniki",surprised
Confused me when my crush called me for the first time ,confused
"Naadho chinna request, pilli vaari vamsam, andari mundhu chulakana kaavadam naaku istam ledhu, So ee okka roju mandhu taagadam maanesthara",neutral
Me after passing all exams ,surprised
Ippudu evadu aputhado chustha nannu ,surprised
viditho adukovali ante ippudu ee washroom switchs tho aatadista,happy
"on, off, on, ........",happy
Family motham upma thini badkesthunara nana,wonder
Upma..!,wonder
Box lo em undhi raa,wonder
Me: Ndhuku barre laa aah sound sarriga thaguuu!,happy
My sister who is drinking coffee with zurrr ani sound ,happy
Me with clg principal: Nenu okkadine cheyaledhu saar idhi maa frnds kooda kalise chesaruuuu!,angry
senior: evdra nuvu entha kotina alane vasthunav,wonder
na friend gadini avado kottadu vadini naku esthe nenu vellipotha,wonder
Frnd maata vini long hair penchina me: Orey endhiraa ila unna ,sad
"Me to my friend: Vadhu, vadhu anna, Ee college lo join ayyav.",fearful
Neeku Band Start ayyindhi raa rey,fearful
Dad: Nenem chesara?,sad
"Me: Antha meere chesaruu, Naaku ee chaduvu istamledhu ante meere chadivincharuu.",sad
Dad: Fail ayii natalu veyaku!,sad
My frnd: Mowa chinna pani undhi nee bike esukupothunnaaaa,disgust
Me: rey agara nuvvu eskelthe naaa girlfriend nannu chekkesidhiiii,disgust
ye channel chudalo teliyaka tikamaka padutunna me ,happy
Me dreaming about my marriage with my Lover....,wonder
Me: Mowa phn lo selfie open chey ee glasses ela unnayo chudham,surprised
My frnd: Neekenti mamu hero vi,surprised
"Me: Guddodila unna, nannu ilane gorre ni chey",surprised
Her: Nee chethiki watch undhiga,disgust
My frnd: Chii edhava ninnu matladamanna chudu naa budhi thakkuva,disgust
My frnd: Rey mowa matladara mee papa thoo,disgust
Me: Nandhini time entha,disgust
sare chudu,surprised
inka emaina cheyyala,surprised
"ee pavuralu, ballu kadu gani oo pulini manishi la marchu appudu nuvv manthragadivi ani oppukunta",surprised
"my friend after getting caught with video call with a girl be like:
em natinchav ra ",fearful
"oo single ani pose kottav kada ra, epudu emantav",fearful
anavsaranga villaki dorikane,fearful
when you find out ur friend true nature: yenti mummy yevadu eedu,neutral
Me drawing a Image,wonder
"My friend, Drawing a Image",wonder
After completion of my Exam,wonder
"Me sleeping in exam, ",wonder
Me: Mowaaa ah ammayiki life ichestharaaaa,heroism
My frnd: ante odhilesthunava?,heroism
you feeling happy to go for a ride with her,happy
vedenti ela chusthunadu,happy
Mee weight enthaa...!?,disgust
102,disgust
62,disgust
"Undalishindhi kaadhu pappa, Unnaddhi entha ani aduguthunnaru Mavayya",disgust
My Mother's angry when I forgot my carriage box in my school,neutral
ni daridam andharu chudali ani chesa,wonder
bro nene bro ninnu viral chesindhi,wonder
when i find kid who annoys alone: rey agu rarey nikundi iyala ,angry
single aa ,happy
eyuuuuu ,happy
Fans: Best Album for ever,wonder
My frnd Innervoice: Meeku line esthunadugaa aah matram cheyaligaaaa,surprised
My crush: Meeru intha baaga matladuthu kalisipotharu anukoledhu andi acharyamga undhi naaku,surprised
Me: Nenu chinnappti n unchi inthe andi,surprised
dinni vadala kudadhu ,neutral
ma vodu chala andanga unnade ,neutral
number ivvanandi ,neutral
Sister: Annayyaaa rakhiii!,confused
"Me: Thanks, amma gift oche year isthale eesariki adjust ayipoo",confused
ni salahalaki oo dandam ra babu ,happy
"edi pothunnav mawa, na bandi esukoni po ",happy
vadi over action: neeku pani ledu amo naku undi bye,neutral
me to my friend: rey mama bayatiki veldam padha,neutral
Vallaki fighting vaccha,wonder
Heroine friend: Vaalla muggurini select chesaav kadhey,wonder
Nenu pedha pulini vetadaniki vacchinaa!!!,surprised
Vallu Mekalni penchadniki vaccharu ,surprised
My crush: Maa telusule adhi nuvvelluu!!,heroism
Me: Meeru bale cute ga untaru andi,heroism
Me with my crush ,heroism
my after knowing he is chatting with a fake account from last 6 months ,sad
My sister when someone says nuvuv bagovu,confused
Me Dancing in Office while I have a lot of work to do,happy
Student: Inkeppudina Extra class teesukuntaava,neutral
Teacher: Inkevadina teesukuntaada,neutral
"Vellandi pillalu, velli baaga aadukondi",heroism
Me: Poyaada,surprised
"When my friend, Is not lifting my phone calls from 1 week",surprised
Nuvvu Code Ilaney Raayali,angry
"Neeku Output kaavala?, Code kaavala..?",angry
My teammate 1 in spectator mode: Hacker raa mowaa nuvvu pro player vi,heroism
Me doing squad wipe,heroism
My teammate 1 in spectator mode: Super raa mowaa nuvvu,heroism
Outer me: Sare nanna velli teeskostha,neutral
Inner me: Nuvvu tevochuga nanne pilavala,neutral
Dad: Baane veshalu vesthunav,neutral
Dad: Eraa shop ki velli chicken teesukuni raa,neutral
My dad giving hype for me in family function,happy
Me from the corner ,happy
pilla nayala,confused
veedu vidi pilla yeshalu,confused
Me after drinking my Home water,happy
cheppedi gurthu pettkovali ,angry
"idi mamulu degree kadu, last bench lo kurchoniki bachelors degree",angry
Teammate 3: Nenu knock avutha,neutral
"Teammate 2: Nenu Rush chestha
",neutral
Teammate1 in my squad: Nenu nades vestha,neutral
Father: Aaaa!,fearful
"Me: Ledhu nanna, amma sarukulu themmante tedaniki vachina",fearful
"When my father sees me in Pan shop by smoking cigarette, 
My dad:",fearful
telda ikkade 10 years nunchi degree chestunna,surprised
mr em chestunnav,surprised
naku yepudu avasaram vachina na friend gadu vasthadu,wonder
Me when my dad scolds me in a family function,sad
36 not out inka ,happy
kohli unnada out ayyada ,happy
evadra adhi pilustundhi ,surprised
"mawa nuvvena, slippulu ivvu ra kastha ",surprised
rey nenra ,surprised
nuv chesi nannevaro adugutavera,angry
"auna, po ra gundu ga ",angry
evvarra matladedhi  ,angry
when senior emp gives his/her work to fresher muthyam: that muthyam accepting like idiot,neutral
"my friend be like after a girl looking at him:
antha baguntaana nenu ",wonder
my mom telling everything to my dad about me,neutral
My friend on before Valentine's day: Sir Naaku Repu leave kaavali,surprised
"His GF: Era, Repu naaku gifts ivvali ani Leave teeskuntunnava",surprised
Me with my frnds: Meetho paatu nannu irikincharugaa ippud happy aah mowaaa,sad
rey ee bidda ki tandrivi nuvve ,angry
"me after wearing, my gfs t-shirt be like",happy
Me: Ippudu em chusav appatlo oka oopu oopevadini,neutral
My son: Daddy nuvvu hero laaga unnav,neutral
"When a Average student gets high marks all over the class, His reaction",happy
nuv ra nijamaina dost ante ,neutral
"Me getting less marks in all exams, ",disgust
My dad,disgust
Mu frnd after I stopped drinking ,surprised
Meeru maaripoyaru saar nenu akkada kurchuni chustha meeru thagakunda ela untaroooo,surprised
Kali Me: Naa laaga chaduvukondiraaa interviews ki attend avvandiraa,heroism
Appude intlo emanaru ,heroism
Veg me: Entra adhi,neutral
"He: Non-veg raa, Try chesthaava",neutral
"On Saturday, when my friend eats Non-veg",neutral
Me when someone call me pottodaaaa,angry
Emanna undha asalu. Angel raa mowaaa,wonder
Me explaining my friends: Ivela cafe lo oka ammayini chusa mowaa,wonder
Bullet Miss avvaledhu,heroism
Kaavalani Miss chesaanu,heroism
Me acting Infront of short film director  ,neutral
Director: Nuvveraa naaa hero! sampesav acting,neutral
"Entandi, ee picchi. New year naadu bayata tiragadam anta",surprised
"Happy gaa intlo koorchuni, ETV lo New year event choosthu koorchokunda",surprised
me with some random uncles in street,confused
Ento road meedhi anukuni nadusthun aru edhoka roju gudesthaaaaa!,confused
nenu em chesna ,angry
idi mottam nivalle,angry
evadra manalni appedghi,heroism
"Maths Teacher: Meeku kaavalsindhi PT period ey gaa, Teesukondi",neutral
"When students beat Maths Teacher, for taking PT Period, His Dialouge",neutral
"Hero: Enti siru, nannu kotti kotti alasi poyinaraa, randi Sir",surprised
Me with meda noppi after sleeping in different position during night,neutral
nakem teliyadandi ,disgust
"chesidanta chesi, em teliyadu anta ",disgust
My female friend after getting 98/100: Ayyooo 2 marks poyayi naaku,sad
Me: Naaku ochindhee 2 marksss aeeee nenem anali,sad
Me: Ippudu 2 marks poyayi ani edusthunava,sad
Me: Chusava mowa maa paapa emanna dance esthundhaaaa!,heroism
My crush dancingggg ,heroism
My frnd: Adhi asalu dance antara mowaaa!,heroism
em chestunnav ,surprised
asalu evadra nuvvu,surprised
niku enduku ra ,surprised
Anchor: Ayyooo sorry sir chusi confuse ayyaaa!,neutral
anchor interviewing mr frnd after one successful short film: Here is our dierctor uncle sobhan,neutral
My frnd: Uncle enti naa ageuu nee ageuuu okate. Edho konchem stress valla ee mudathalu,neutral
Then Suddenly His girlfriend came,neutral
My friend enjoying in Pub with other girls,neutral
me: ne antha dharidrudini appudu chudaledu ra,angry
my friend said something bad and it happend,angry
My dad: Acham naaa polikeraaaa!,neutral
Me with my dad: Ela unnaru nanna mee manavalluuuu,neutral
Akka: Enti alantivi em thinanu only veggies ,heroism
Akka: Minimum untadhi mari!,heroism
Me: Akkaaa chepalu thintava ,heroism
Me: Enti neelo ee angle kooda undha ,heroism
My frnd: Avnu uncle and 10 cigarette oka debbalo thagesidhiii ,wonder
Me: Uncle me ammayi 10 beer lu okesari tahgesidhiii,wonder
My bestie father: Enti ma ammayi naaku pro max laa undhiii!,wonder
"Nuvvu Party isthaav ani, Nenu Breakfast cheyyakunda vasthey, Hand isthavaa",disgust
Me to my friend: Arrey thuppas Yedhava!!,disgust
Pakkaki velli lepedham,surprised
Veedenti ila padukunnadu,surprised
Me looking someone in train,surprised
job raledu ante intlo nunchi bayatiki dobutha vedhava,angry
inka appudu marthav ra nuvu..bayata thiradam manesi jobs try cheyaku kada ra badkow,angry
dad: rey neeku budhi gnanam em aina unda asalu,angry
When guests coming to Any college or any School,angry
mi ayyau sampinattu ninnu champi jail ki potha,angry
inkosari  langapanlu chesinav ante,angry
"again friend starts another match:
chi veedu maradu",sad
Me after loosing 10 ranked games be like: veeditho aadatam bokka ra ,sad
No one can Iron clothes better than me ,neutral
Me with frnd: Abbaaa em cheppav mowaaa!,wonder
sare pada arudham mari ,confused
vadu chepina deggarike vaccham ra ,confused
asalu manam correct place ke vacchama,confused
TL: Idhigo ee project 1 week lo complete chesi ivvu,angry
"TL: Nuvvu Kaaliga undadam, naaku nacchatledhu",angry
poynay ra motham poynay,sad
my friend situation after loosing in betting: ,sad
nuv ila chinna chinna vatike santhosha padte ela bro,surprised
nuv vallu chepindhi cheyadam nachaledu bro,surprised
"rendu debbalu kottindhi, kani touchinglu aynay ga",surprised
Son: Prathi year lo 5 backlogs uncha daddy ,surprised
Dad: Ninnu chadivincha chudu naa thappura,surprised
dad: Adhedho 5 gold medals ochinattu chepthunav entra,surprised
Quotation correctey kaani Naaku enduku chepthunnaru..!?,neutral
"Heroine: Oka Bus miss aithey inko bus vasthundhi, Kaani oka jeevitham pothey inko jeevitham raadhu gaa",neutral
ndhuku daddy eppudu nannu thidathav okasari ayina nannu pogidava. Naa value ento neeku teliyatle daddy,sad
"saying bye to that cousin after the function:
potunna bava",sad
jagratha po ra bammardhi,sad
mawa oka peg kalupu koni rara,fearful
"Rey Upendranna, Murder plan chesindaa, Theatre bayata doors kooda gadiya pettindru",neutral
"When I went for Uppi UI movie, After watching my reaction:",neutral
"When a Beautiful girl Proposes to my friend, His reaction",wonder
Me after drinking for the first time,neutral
Me: Chithakottiii ippudu emoo ila antunav,sad
Mom after beating me: Enti nanna thagilindhaaa,sad
Me after doing clutch in bgmi,angry
"Username: Bgmi, Password: Pro playerrrrr!",angry
Chinnappti nunchi nannu thippi thippi pippi chesadu,happy
My friend explaining about be: Okadu unnadu ,happy
Mandhu ekkavayina acting infront of dad,surprised
My crush: Mee bale manchivallalaga matladuthunaru,heroism
Me: Manchi valla laaga entandi manchi vadine kadhaaaaa!,heroism
"Invigilator Reaction after seeing, My slips in Underwear",angry
My friend after getting one mark more than me : he be like: evadra manalni aapedhi,heroism
Annnaya : Avnu raa u should concentrate on studies ,disgust
Me: Chesthunna dadddy annayya percentage diveide by 2 chesthe naadheeee!,disgust
Dad: Annayya chusi nerchukoraa 95 percentage ochindhii,disgust
Me cutting vegetables on my wife order,heroism
"My frnd: Kathi pattukuna kathila unnav mowaaaaa , hero raa nuvvu ",heroism
nanna banda buthulu thidthunadu,wonder
sudden ga topic amma side family meediki shift chesa,wonder
eppudu nenu nanna kalisi amma side family meeda jokes vesthunam,wonder
Me: Rakhi enti naakem odhuu. Nenem kattinchukonu!,wonder
My  schl crush came to talk with me: Naaku annaya ledu neeku rakhi kattochaaa,wonder
"Hindi Sir: My ney pyar kiya, Abhi sey hindi may bholiey",surprised
"Hindi Sir: Nee bhondha raa, nee bhondha",surprised
"Student: Prema Pavuraalu, Maa oorlo thega aadindhi",surprised
Me: Veede my friend living legend chaduvukovalsina vayasula nannu thippi thippi pippi chesadu,neutral
Me: Adhi entoo evaroo telusaaa meeku?,neutral
Me introducing my friend to everyone on stage: Maa venaka oka dhairyam undhi ,neutral
"Me frustrating, that there are no Hikes in the company, in this year",disgust
Me: Ee job lu ivanni ndhuku mowa neeku coffee shop pettuko okatiiii! ,heroism
Me after drinking coffee made by my friend ,heroism
"Girls: Please devada naaku 100/100 marks raavali, Last time 1/2 mark taggindhi",surprised
Boys: Manam Pass ayipotham kadha raa,surprised
Me visiting baaga beach for the first time ,wonder
my friend: na meeda jokes ante bale vasthai mama neeku,angry
me using my friend to impress girls,angry
Me after successfully completing my btech after 6 years ,heroism
Me: Teesuko Indha,neutral
Me: Entha,neutral
Police sitting on my bike for collecting Challan,neutral
My Frnd: Ndhukuraa mowaa neeku intha dhoolaaaa,surprised
Me: Aaah matram undaligaa mari mowaaaaa!,surprised
My gf with me in canteen: Ee sweet thinu bale undhi,neutral
My friend after watching this: Kaanivandraa kanivannadi,neutral
Me: Mundu emoo gani nuvu pettaka amrutham laaga undhi,neutral
me: yenti 1000rs em vasthai nanna inko 1000rs evvu nanna,surprised
when dad gave 1000rs for shopping,surprised
"My friend: Enduku ra, Naaku Job raatledhu",sad
me: pakkaki mingey ra lambdey,neutral
random guy: hii,neutral
adhenti nanna nenu adigithe 100 kuda evvavu...,confused
when dad gave my sister 10k even when she didn't ask,confused
